regime,S,m,c_x,t,x,u,x_dot,u_dot,x_accel,u_accel,D_x_cumulative,F_x,F_u
balanced,0.23,1.92,0.9400000000000001,33.08,0.0008913457826252287,2.1374245485342276,-0.004586299427758131,-0.02432961111339887,0.001781133166389279,0.004202964061654682,4.161289740613465,2.6000265228056374e-116,1.6844214570826457e-66
balanced,0.23,1.92,0.9400000000000001,33.12,0.0007107436185811263,2.1364580888321902,-0.0045150541011025605,-0.024161492550932685,0.0018403162689871258,0.004219349262258269,4.161318170358208,1.0320237145954602e-116,1.0591028225759648e-66
balanced,0.23,1.92,0.9400000000000001,33.160000000000004,0.0005330859605674033,2.1354983800889724,-0.004441441450343075,-0.023992718580442354,0.001896806772268275,0.004234848188995376,4.161339493796631,4.0898436381732245e-117,6.654518767530785e-67
balanced,0.23,1.92,0.9400000000000001,33.2,0.0003584631933893095,2.134545447102857,-0.004365569179452344,-0.02382332465288254,0.0019506103308832784,0.004249443766569914,4.161353832324367,1.6181875700982484e-117,4.178172356335069e-67
balanced,0.23,1.92,0.9400000000000001,33.24,0.00018696140274062896,2.1335993132267683,-0.004287544766217013,-0.023653346902219742,0.002001734727866335,0.004263120163753435,4.161361310780476,6.392285240278291e-118,2.621484033097935e-67
balanced,0.23,1.92,0.9400000000000001,33.28,1.866238765653455e-05,2.1326600003429417,-0.00420747537710236,-0.023482822095669605,0.0020501898264685854,0.0042758627810708825,4.161362057275983,2.5210912211027377e-118,1.6436118007452412e-67
balanced,0.23,1.92,0.9400000000000001,33.32,-0.00014635632370521014,2.1317275288395647,-0.004125467784043617,-0.023311787584426768,0.002095987521201152,0.0042495446117444624,4.161362057275983,9.927184717666326e-119,1.0297752579431415e-67
balanced,0.23,1.92,0.9400000000000001,33.36,-0.00030802145503303297,2.1308018566075666,-0.004041628283195571,-0.02314180579995699,0.0021391416881442033,0.0042185583489504925,4.161362057275983,3.902732407152949e-119,6.447284333543006e-68
balanced,0.23,1.92,0.9400000000000001,33.4,-0.0004662639596598251,2.1298829340689265,-0.003956062615669803,-0.02297306346599897,0.0021796681345778333,0.004187798027656063,4.161362057275983,1.5318511791251417e-119,4.033688552043688e-68
balanced,0.23,1.92,0.9400000000000001,33.44,-0.0006210189952712927,2.128970712007131,-0.0038688758902866898,-0.02280555154489273,0.00221758454798999,0.0041572620003710705,4.161362057275983,6.003016050608861e-120,2.521848947769064e-68
balanced,0.23,1.92,0.9400000000000001,33.480000000000004,-0.0007722258956059763,2.1280651415645355,-0.0037801725083670902,-0.022639261064877885,0.0022529104445161677,0.0041269486316183645,4.161362057275983,2.3487000808674172e-120,1.575530974172944e-68
balanced,0.23,1.92,0.9400000000000001,33.52,-0.000919828139229434,2.127166174239751,-0.0036900560905864434,-0.02247418311961315,0.0022856671168649434,0.004096856297846147,4.161362057275983,9.174676284956247e-121,9.836169175257097e-69
balanced,0.23,1.92,0.9400000000000001,33.56,-0.0010637733154659078,2.126273761885043,-0.0035986294059118457,-0.022310308867699306,0.002315877581782835,0.004066983387341019,4.161362057275983,3.5781543079339695e-121,6.1364359016933e-69
balanced,0.23,1.92,0.9400000000000001,33.6,-0.0012040130875715291,2.1253878567037545,-0.003505994302640532,-0.022147629532205663,0.0023435665271112653,0.004037328300141658,4.161362057275983,1.3932610952702004e-121,3.825582595578471e-69
balanced,0.23,1.92,0.9400000000000001,33.64,-0.0013405031532337723,2.1245084112477466,-0.0034122516415560815,-0.021986136400199998,0.002368760258487755,0.004007889447953125,4.161362057275983,5.416404419200325e-122,2.3832529109358717e-69
balanced,0.23,1.92,0.9400000000000001,33.68,-0.001473203202482435,2.123635378414855,-0.003317501231216571,-0.021825820822281874,0.0023914866457427145,0.0039786652540617995,4.161362057275983,2.1023004636198666e-122,1.4836581606580813e-69
balanced,0.23,1.92,0.9400000000000001,33.72,-0.0016020768730979095,2.1227687114463705,-0.0032218417653868624,-0.021666674212119402,0.0024117750690424793,0.003949654153250933,4.161362057275983,8.146735517513241e-123,9.229724452268201e-70
balanced,0.23,1.92,0.9400000000000001,33.76,-0.001727091703602916,2.121908363924531,-0.0031253707626251633,-0.021508688045989367,0.002429656364828422,0.0039208545917168115,4.161362057275983,3.1519373546767845e-123,5.7376597423285635e-70
balanced,0.23,1.92,0.9400000000000001,33.8,-0.0018482190839241971,2.121054289770038,-0.0030281845080320263,-0.021351853862320695,0.002445162771601199,0.0038922650269855434,4.161362057275983,1.2175215755552551e-123,3.564281632354829e-70
balanced,0.23,1.92,0.9400000000000001,33.84,-0.0019654342038109163,2.1202064432395886,-0.0029303779971679785,-0.021196163261241272,0.002458327875598342,0.00386388392783044,4.161362057275983,4.695489607668844e-124,2.212587240617989e-70
balanced,0.23,1.92,0.9400000000000001,33.88,-0.0020787159990966783,2.1193647789234236,-0.0028320448821440446,-0.021041607904128054,0.002469186556412542,0.0038357097741900095,4.161362057275983,1.8079658798124427e-124,1.3725240497015529e-70
balanced,0.23,1.92,0.9400000000000001,33.92,-0.00218804709589218,2.1185292517428973,-0.002733277419887543,-0.020888179513160455,0.0024777749325971196,0.003807741057086541,4.161362057275983,6.950318480094652e-125,8.508062876335372e-71
balanced,0.23,1.92,0.9400000000000001,33.96,-0.0022934137527955262,2.117699816948062,-0.002634166422583658,-0.020735869870876993,0.0024841303073042525,0.003779976278545285,4.161362057275983,2.6676221177630065e-125,5.2702666249218195e-71
balanced,0.23,1.92,0.9400000000000001,34.0,-0.002394805801207186,2.1168764301152727,-0.002534801210291488,-0.020584670819735182,0.002488291114000617,0.003752413951514226,4.161362057275983,1.0222309891259631e-125,3.2623131852827875e-71
balanced,0.23,1.92,0.9400000000000001,34.04,-0.0024922165838364447,2.1160590471448057,-0.0024352695657314633,-0.020434574261674613,0.0024902968623041776,0.0037250525997844348,4.161362057275983,3.910919747969815e-126,2.0179475978745554e-71
balanced,0.23,1.92,0.9400000000000001,34.08,-0.0025856428914860165,2.1152476242584983,-0.0023356576912392964,-0.020285572157683236,0.002490188083984873,0.003697890757911006,4.161362057275983,1.4938737463257795e-126,1.2473412519136243e-71
balanced,0.23,1.92,0.9400000000000001,34.12,-0.0026750848982012125,2.114442117997404,-0.0022360501678799017,-0.020137656527366796,0.002488006279171,0.0036709269711345718,4.161362057275983,5.697102253469495e-127,7.704631201414616e-72
balanced,0.23,1.92,0.9400000000000001,34.160000000000004,-0.002760546094869735,2.113642485219463,-0.0021365299167130617,-0.019990819448521414,0.0024837938628020904,0.0036441597953033827,4.161362057275983,2.1691983362330945e-127,4.755646809107408e-72
balanced,0.23,1.92,0.9400000000000001,34.2,-0.002842033221357774,2.1128486830971944,-0.002037178162200978,-0.019845053056709278,0.0024775941113680693,0.003617587796795962,4.161362057275983,8.246119796269986e-128,2.933313624574478e-72
balanced,0.23,1.92,0.9400000000000001,34.24,-0.0029195561972676243,2.112060669115401,-0.0019380743977462553,-0.019700349544837438,0.002469451109973492,0.003591209552444325,4.161362057275983,3.1297175535032993e-128,1.8080006161979437e-72
balanced,0.23,1.92,0.9400000000000001,34.28,-0.002993128051401517,2.1112784010688914,-0.0018392963533473156,-0.019556701162739665,0.0024594096997645806,0.003565023649457751,4.161362057275983,1.1859483643533247e-128,1.1136015255964222e-72
balanced,0.23,1.92,0.9400000000000001,34.32,-0.0030627648500157864,2.110501837060221,-0.0017409199653567323,-0.019414100216761355,0.002447515425755789,0.003539028685347122,4.161362057275983,4.4867466172152536e-129,6.854128285965443e-73
balanced,0.23,1.92,0.9400000000000001,34.36,-0.0031284856239488464,2.109730935497447,-0.0016430193483265008,-0.01927253906934747,0.00243381448509154,0.003513223267849799,4.161362057275983,1.6947374888053716e-129,4.215662246760437e-73
balanced,0.23,1.92,0.9400000000000001,34.4,-0.00319031229470576,2.1089656550919016,-0.0015456667689228393,-0.019132010138633478,0.0024183536757777235,0.003487606014855061,4.161362057275983,6.391141864538032e-130,2.591018755399399e-73
balanced,0.23,1.92,0.9400000000000001,34.44,-0.0032482695995814295,2.10820595485598,-0.0014489326218917304,-0.018992505898039275,0.0024011803459164874,0.003462175554330076,4.161362057275983,2.4063545031012918e-130,1.5913528023187972e-73
balanced,0.23,1.92,0.9400000000000001,34.480000000000004,-0.0033023850159036323,2.107451794100945,-0.001352885408055071,-0.01885401887586607,0.00238234234347677,0.003436930524246419,4.161362057275983,9.045777198944134e-131,9.766828417879399e-74
balanced,0.23,1.92,0.9400000000000001,34.52,-0.0033526886844762725,2.1067031324347494,-0.0012575917143160002,-0.018716541654896213,0.002361887966631934,0.003411869572507122,4.161362057275983,3.3949805805007887e-131,5.990068812072899e-74
balanced,0.23,1.92,0.9400000000000001,34.56,-0.0033992133323023014,2.1059599297598695,-0.001163116195650723,-0.01858006687199593,0.002339865914694782,0.0033869913568742582,4.161362057275983,1.272136844092466e-131,3.67114242057265e-74
balanced,0.23,1.92,0.9400000000000001,34.6,-0.003441994194664819,2.1052221462711604,-0.0010695215590629317,-0.018444587217720958,0.002316325239679154,0.0033622945448970494,4.161362057275983,4.7592168812340405e-132,2.248339151541483e-74
balanced,0.23,1.92,0.9400000000000001,34.64,-0.0034810689366438496,2.1044897424537234,-0.0009768685494757655,-0.018310095435925076,0.0022913152985161818,0.0033377778138405085,4.161362057275983,1.7776337641545608e-132,1.3759846260958254e-74
balanced,0.23,1.92,0.9400000000000001,34.68,-0.0035164775741452544,2.1037626790807886,-0.0008852159375351183,-0.018176584323371454,0.0022648857059522215,0.003313439850614588,4.161362057275983,6.629094554701823e-133,8.415046270603793e-75
balanced,0.23,1.92,0.9400000000000001,34.72,-0.0035482623945171355,2.1030409172116147,-0.0007946205092970295,-0.01804404672934687,0.0022370862881543455,0.003289279351703856,4.161362057275983,2.468148382866553e-133,5.142693049085565e-75
balanced,0.23,1.92,0.9400000000000001,34.76,-0.00357646787682797,2.1023244181894034,-0.0007051370577708556,-0.017912475555278716,0.0022079670370482155,0.0032652950230976827,4.161362057275983,9.174733249989419e-134,3.140623434444621e-75
balanced,0.23,1.92,0.9400000000000001,34.800000000000004,-0.003601140611879527,2.1016131436392294,-0.000616818376288927,-0.01778186375435481,0.002177578065412041,0.0032414855802209287,4.161362057275983,3.4050285351967293e-134,1.9166035967327706e-75
balanced,0.23,1.92,0.9400000000000001,34.84,-0.003622329222026425,2.1009070554659837,-0.0005297152536724453,-0.017652204331145973,0.002145969562749231,0.0032178497478651514,4.161362057275983,1.2616915491562066e-134,1.168799182208583e-75
balanced,0.23,1.92,0.9400000000000001,34.88,-0.0036400842808729243,2.1002061158523344,-0.00044387647116247606,-0.017523490341231365,0.002113191751961277,0.0031943862601203007,4.161362057275983,4.667569156561193e-135,7.122601841685261e-76
balanced,0.23,1.92,0.9400000000000001,34.92,-0.0036544582329162854,2.0995102872567015,-0.00035934880108402496,-0.017395714890826555,0.002079294846841286,0.003171093860306924,4.161362057275983,1.7239848990325608e-135,4.3373913062217006e-76
balanced,0.23,1.92,0.9400000000000001,34.96,-0.0036655053132047003,2.098819532411245,-0.00027617700721037353,-0.017268871136414277,0.002044329010407527,0.003147971300908853,4.161362057275983,6.357425538987926e-136,2.639427334198008e-76
balanced,0.23,1.92,0.9400000000000001,35.0,-0.003673281467076463,2.09813381431987,-0.00019440384679407245,-0.017142952284377923,0.002008344314095256,0.0031250173435063925,4.161362057275983,2.3406379161004376e-136,1.6050256737200367e-76
balanced,0.23,1.92,0.9400000000000001,35.04,-0.0036778442700456733,2.0974530962562445,-0.0001140700742302622,-0.017017951590637667,0.0019713906978240207,0.003102230758709991,4.161362057275983,8.603839859746551e-137,9.753161727656384e-77
balanced,0.23,1.92,0.9400000000000001,35.08,-0.0036792528478983653,2.096777341761833,-3.521444631730137e-05,-0.016893862360289266,0.0019335179309565773,0.0030796103260943976,4.161362057275983,3.1575884860314826e-137,5.922431362808872e-77
balanced,0.23,1.92,0.9400000000000001,35.12,-0.0036775677970615267,2.0961065146439433,4.212627092096171e-05,-0.01677067794724549,0.0018947755741644911,0.0030571548341332927,4.161362057275983,1.1569747206568133e-137,3.593733061397173e-77
balanced,0.23,1.92,0.9400000000000001,35.160000000000004,-0.003672851105306025,2.095440578973788,0.00011791729388754137,-0.016648391753880158,0.001855212942214446,0.0030348630801344035,4.161362057275983,4.2325036268233223e-138,2.1791281062447943e-77
balanced,0.23,1.92,0.9400000000000001,35.2,-0.0036651660728429804,2.094779499084561,0.0001921258115761192,-0.016526997230674783,0.001814879067688244,0.0030127338701750905,4.161362057275983,1.5458805633718816e-138,1.3204163027634287e-77
balanced,0.23,1.92,0.9400000000000001,35.24,-0.0036545772338716343,2.0941232395695266,0.00026472097428364896,-0.01640648787586778,0.0017738226656484398,0.0029907660190383973,4.161362057275983,5.637150937306965e-139,7.995215272884822e-78
balanced,0.23,1.92,0.9400000000000001,35.28,-0.003641150278635251,2.0934717652801225,0.0003356738809095866,-0.016286857235106242,0.0017320920992605416,0.0029689583501495754,4.161362057275983,2.0523362633624507e-139,4.8377187252838385e-78
balanced,0.23,1.92,0.9400000000000001,35.32,-0.0036249519760400504,2.0928250413240783,0.0004049575648800082,-0.01616809890110026,0.0016897353463816889,0.002947309695513068,4.161362057275983,7.460063139438589e-140,2.925110216274897e-78
balanced,0.23,1.92,0.9400000000000001,35.36,-0.003606050096890639,2.092183033063547,0.0004725469787352758,-0.016050206513279736,0.0016467999671247293,0.0029258188956499515,4.161362057275983,2.7073326221591226e-140,1.7674007041811982e-78
balanced,0.23,1.92,0.9400000000000001,35.4,-0.0035845133377938286,2.0915457061132487,0.000538418977420265,-0.015933173757453737,0.0016033330724056142,0.0029044847995358374,4.161362057275983,9.809477114726837e-141,1.0671340587001133e-78
balanced,0.23,1.92,0.9400000000000001,35.44,-0.003560411245781169,2.09091302633863,0.0006025523003164896,-0.015816994365472303,0.0015593812934810776,0.0028833062645392217,4.161362057275983,3.548585136359307e-141,6.43863945951071e-79
balanced,0.23,1.92,0.9400000000000001,35.480000000000004,-0.00353381414369894,2.0902849598540345,0.0006649275520557327,-0.015701662114890734,0.0015149907524825788,0.00286228215636029,4.161362057275983,1.2816508466604501e-141,3.88204353083091e-79
balanced,0.23,1.92,0.9400000000000001,35.52,-0.0035047930564127386,2.089661473020889,0.0007255271821550359,-0.015587170828636322,0.0014702070339515652,0.0028414113489701625,4.161362057275983,4.621568103743349e-142,2.3389334421790903e-79
balanced,0.23,1.92,0.9400000000000001,35.56,-0.003473419637872215,2.089042532445902,0.0007843354635130985,-0.015473514374677515,0.0014250751573801573,0.0028206927245505884,4.161362057275983,1.663849783357772e-142,1.408206985594441e-79
balanced,0.23,1.92,0.9400000000000001,35.6,-0.0034397660990798827,2.088428104979274,0.0008413384698083047,-0.015360686665695492,0.0013796395507604566,0.002800125173434074,4.161362057275983,5.9805895908710315e-143,8.472396918700056e-80
balanced,0.23,1.92,0.9400000000000001,35.64,-0.003403905137006334,2.087818157712924,0.000896524051838723,-0.01524868165875813,0.0013339440251447573,0.002779707594044451,4.161362057275983,2.146243612048614e-143,5.0937457204561955e-80
balanced,0.23,1.92,0.9400000000000001,35.68,-0.0033659098644925533,2.087212657978724,0.0009498818128445132,-0.015137493354996352,0.0012880317502180787,0.0027594388928378765,4.161362057275983,7.689872857437827e-144,3.0602675498686944e-80
balanced,0.23,1.92,0.9400000000000001,35.72,-0.003325853741178424,2.0866115733467527,0.0010014030828532363,-0.015027115799282837,0.0012419452308835323,0.002739317984244267,4.161362057275983,2.750834306607712e-144,1.8372688063538793e-80
balanced,0.23,1.92,0.9400000000000001,35.76,-0.0032838105054948806,2.086014871623556,0.0010510808920885775,-0.014917543079913066,0.0011957262848602177,0.0027193437906091523,4.161362057275983,9.824599002051658e-145,1.1022425553496106e-80
balanced,0.23,1.92,0.9400000000000001,35.800000000000004,-0.0032398541077555613,2.0854225208504245,0.0010989099434829863,-0.0148087693282887,0.0011494160212924761,0.002699515242135961,4.161362057275983,3.503243812612582e-145,6.608042314562944e-81
